age_upon_outcome,animal_id_outcome,date_of_birth,outcome_subtype,outcome_type,sex_upon_outcome,age_upon_outcome_(days),age_upon_outcome_(years),age_upon_outcome_age_group,outcome_datetime,outcome_month,outcome_year,outcome_monthyear,outcome_weekday,outcome_hour,outcome_number,dob_year,dob_month,dob_monthyear,age_upon_intake,animal_id_intake,animal_type,breed,color,found_location,intake_condition,intake_type,sex_upon_intake,count,age_upon_intake_(days),age_upon_intake_(years),age_upon_intake_age_group,intake_datetime,intake_month,intake_year,intake_monthyear,intake_weekday,intake_hour,intake_number,time_in_shelter,time_in_shelter_days
10 years,A641228,2006-11-05 0:00,,Return to Owner,Spayed Female,3650,10,"(7.5, 10.0]",2017-08-06 13:56,8,2017,Aug-17,Sunday,13,1,2006,11,Aug-17,10 years,A641228,Dog,Standard Poodle/Labrador Retriever,White,1182 North Pleasant Valley Road in Austin (TX),Normal,Stray,Spayed Female,1,3650,10,"(7.5, 10.0]",2017-08-05 15:30,8,2017,Aug-17,Saturday,15,1,0 days 22:26:00.000000000,0.934722222
6 years,A641238,2007-11-05 0:00,,Adoption,Spayed Female,2190,6,"(5.0, 7.5]",2014-01-02 14:25,1,2014,Jan-14,Thursday,14,1,2007,11,Jan-14,6 years,A641238,Dog,Pit Bull/Labrador Retriever,Tan/White,4017 Victory Dr in Austin (TX),Normal,Public Assist,Spayed Female,1,2190,6,"(5.0, 7.5]",2013-12-22 16:09,12,2013,Dec-13,Sunday,16,1,10 days 22:16:00.000000000,10.92777778
2 years,A641250,2012-09-13 0:00,Suffering,Euthanasia,Neutered Male,730,2,"(-0.025, 2.5]",2014-11-29 10:30,11,2014,Nov-14,Saturday,10,1,2012,9,Nov-14,2 years,A641250,Cat,Domestic Longhair Mix,Brown Tabby,Turtle Rock Rd in Austin (TX),Injured,Stray,Neutered Male,1,730,2,"(-0.025, 2.5]",2014-11-29 7:12,11,2014,Nov-14,Saturday,7,1,0 days 03:18:00.000000000,0.1375
4 years,A641310,2012-08-06 0:00,,Adoption,Spayed Female,1460,4,"(2.5, 5.0]",2016-08-31 0:00,8,2016,Aug-16,Wednesday,0,1,2012,8,Aug-16,4 years,A641310,Cat,Domestic Shorthair Mix,Brown Tabby/White,8220 Tx-71 in Austin (TX),Normal,Stray,Spayed Female,1,1460,4,"(2.5, 5.0]",2016-08-27 16:27,8,2016,Aug-16,Saturday,16,1,3 days 07:33:00.000000000,3.314583333
3 years,A641317,2009-11-06 0:00,Foster,Adoption,Spayed Female,1095,3,"(2.5, 5.0]",2013-11-02 16:35,11,2013,Nov-13,Saturday,16,1,2009,11,Nov-13,3 years,A641317,Dog,Collie Smooth/Golden Retriever,Red/White,Austin (TX),Normal,Owner Surrender,Spayed Female,1,1095,3,"(2.5, 5.0]",2013-10-16 13:11,10,2013,Oct-13,Wednesday,13,1,17 days 03:24:00.000000000,17.14166667
7 years,A641346,2008-11-06 0:00,Partner,Transfer,Neutered Male,2555,7,"(5.0, 7.5]",2015-11-18 0:00,11,2015,Nov-15,Wednesday,0,1,2008,11,Nov-15,7 years,A641346,Dog,Doberman Pinsch,Chocolate,Austin (TX),Normal,Owner Surrender,Neutered Male,1,2555,7,"(5.0, 7.5]",2015-11-11 12:17,11,2015,Nov-15,Wednesday,12,1,6 days 11:43:00.000000000,6.488194444
8 years,A641381,2007-02-07 0:00,,Return to Owner,Spayed Female,2920,8,"(7.5, 10.0]",2015-02-12 17:30,2,2015,Feb-15,Thursday,17,1,2007,2,Feb-15,8 years,A641381,Dog,Chihuahua Shorthair Mix,Brown,13016 Tantivy Dr in Austin (TX),Normal,Stray,Spayed Female,1,2920,8,"(7.5, 10.0]",2015-02-12 15:43,2,2015,Feb-15,Thursday,15,1,0 days 01:47:00.000000000,0.074305556
2 years,A641459,2011-08-08 0:00,,Adoption,Spayed Female,730,2,"(-0.025, 2.5]",2014-02-08 17:29,2,2014,Feb-14,Saturday,17,1,2011,8,Feb-14,2 years,A641459,Dog,German Shepherd Mix,Brown/Black,Goforth Rd in Travis (TX),Normal,Stray,Spayed Female,1,730,2,"(-0.025, 2.5]",2013-12-23 11:48,12,2013,Dec-13,Monday,11,1,47 days 05:41:00.000000000,47.23680556
6 years,A641471,2008-11-08 0:00,,Return to Owner,Neutered Male,2190,6,"(5.0, 7.5]",2015-10-20 17:30,10,2015,Oct-15,Tuesday,17,1,2008,11,Oct-15,6 years,A641471,Dog,Pit Bull Mix,White/Brown Brindle,W Slaughter Ln & Brodie Ln in Austin (TX),Normal,Stray,Neutered Male,1,2190,6,"(5.0, 7.5]",2015-10-20 8:24,10,2015,Oct-15,Tuesday,8,1,0 days 09:06:00.000000000,0.379166667
3 years,A641494,2012-09-08 0:00,,Return to Owner,Spayed Female,1095,3,"(2.5, 5.0]",2015-09-12 12:57,9,2015,Sep-15,Saturday,12,1,2012,9,Sep-15,3 years,A641494,Dog,Miniature Poodle Mix,White,Austin (TX),Normal,Owner Surrender,Spayed Female,1,1095,3,"(2.5, 5.0]",2015-09-12 12:11,9,2015,Sep-15,Saturday,12,1,0 days 00:46:00.000000000,0.031944444
2 years,A641514,2011-05-08 0:00,,Adoption,Spayed Female,730,2,"(-0.025, 2.5]",2014-02-14 16:13,2,2014,Feb-14,Friday,16,1,2011,5,Feb-14,2 years,A641514,Dog,Siberian Husky Mix,Black/White,Montopolis Dr in Austin (TX),Normal,Stray,Spayed Female,1,730,2,"(-0.025, 2.5]",2014-02-06 11:02,2,2014,Feb-14,Thursday,11,1,8 days 05:11:00.000000000,8.215972222
3 years,A641520,2011-11-08 0:00,,Adoption,Neutered Male,1095,3,"(2.5, 5.0]",2015-05-24 17:58,5,2015,May-15,Sunday,17,1,2011,11,May-15,3 years,A641520,Dog,Whippet Mix,Fawn,Austin (TX),Normal,Owner Surrender,Neutered Male,1,1095,3,"(2.5, 5.0]",2015-05-16 16:58,5,2015,May-15,Saturday,16,1,8 days 01:00:00.000000000,8.041666667
3 years,A641520,2011-11-08 0:00,,Adoption,Neutered Male,1095,3,"(2.5, 5.0]",2015-01-27 18:35,1,2015,Jan-15,Tuesday,18,2,2011,11,Jan-15,3 years,A641520,Dog,Whippet Mix,Fawn,Austin (TX),Normal,Owner Surrender,Neutered Male,1,1095,3,"(2.5, 5.0]",2015-01-21 10:55,1,2015,Jan-15,Wednesday,10,2,6 days 07:40:00.000000000,6.319444444
5 years,A641563,2010-11-09 0:00,,Return to Owner,Spayed Female,1825,5,"(2.5, 5.0]",2016-03-23 12:57,3,2016,Mar-16,Wednesday,12,1,2010,11,Mar-16,5 years,A641563,Dog,Australian Cattle Dog Mix,Red Tick,1620 Riverside Dr in Austin (TX),Normal,Stray,Spayed Female,1,1825,5,"(2.5, 5.0]",2016-03-23 7:29,3,2016,Mar-16,Wednesday,7,1,0 days 05:28:00.000000000,0.227777778
4 years,A641582,2010-11-09 0:00,,Return to Owner,Spayed Female,1460,4,"(2.5, 5.0]",2015-04-28 13:37,4,2015,Apr-15,Tuesday,13,1,2010,11,Apr-15,4 years,A641582,Dog,Catahoula Mix,Brown Brindle,E Martin Luther King Jr Blvd & Chicon St in Austin (TX),Normal,Stray,Spayed Female,1,1460,4,"(2.5, 5.0]",2015-04-28 10:55,4,2015,Apr-15,Tuesday,10,1,0 days 02:42:00.000000000,0.1125
4 years,A641582,2010-11-09 0:00,,Return to Owner,Spayed Female,1460,4,"(2.5, 5.0]",2014-12-18 18:45,12,2014,Dec-14,Thursday,18,2,2010,11,Dec-14,4 years,A641582,Dog,Catahoula Mix,Brown Brindle,1712 E 11Th St in Austin (TX),Normal,Stray,Spayed Female,1,1460,4,"(2.5, 5.0]",2014-12-18 17:09,12,2014,Dec-14,Thursday,17,2,0 days 01:36:00.000000000,0.066666667
7 years,A641632,2008-11-10 0:00,Partner,Transfer,Intact Female,2555,7,"(5.0, 7.5]",2016-03-08 15:51,3,2016,Mar-16,Tuesday,15,1,2008,11,Mar-16,7 years,A641632,Dog,Pit Bull Mix,White/Tan,1903 S L Davis in Austin (TX),Normal,Stray,Intact Female,1,2555,7,"(5.0, 7.5]",2016-03-03 13:14,3,2016,Mar-16,Thursday,13,1,5 days 02:37:00.000000000,5.109027778
2 years,A641640,2012-09-25 0:00,,Return to Owner,Spayed Female,730,2,"(-0.025, 2.5]",2015-06-01 11:34,6,2015,Jun-15,Monday,11,1,2012,9,Jun-15,2 years,A641640,Cat,Domestic Shorthair Mix,Blue Tabby/White,Leander (TX),Normal,Owner Surrender,Spayed Female,1,730,2,"(-0.025, 2.5]",2015-05-31 15:40,5,2015,May-15,Sunday,15,1,0 days 19:54:00.000000000,0.829166667
6 years,A641659,2010-11-11 0:00,Partner,Transfer,Intact Male,2190,6,"(5.0, 7.5]",2017-09-16 11:53,9,2017,Sep-17,Saturday,11,1,2010,11,Sep-17,6 years,A641659,Dog,Pit Bull,Black/White,6601 Santos in Austin (TX),Normal,Stray,Intact Male,1,2190,6,"(5.0, 7.5]",2017-07-21 18:24,7,2017,Jul-17,Friday,18,1,56 days 17:29:00.000000000,56.72847222
5 years,A641669,2011-11-11 0:00,,Return to Owner,Neutered Male,1825,5,"(2.5, 5.0]",2017-05-29 19:16,5,2017,May-17,Monday,19,1,2011,11,May-17,5 years,A641669,Dog,Brittany Mix,White/Brown,Mopac Service Rd & W Braker Ln in Austin (TX),Normal,Stray,Neutered Male,1,1825,5,"(2.5, 5.0]",2017-05-29 18:30,5,2017,May-17,Monday,18,1,0 days 00:46:00.000000000,0.031944444
5 years,A641748,2008-11-12 0:00,Partner,Transfer,Neutered Male,1825,5,"(2.5, 5.0]",2014-04-25 16:26,4,2014,Apr-14,Friday,16,1,2008,11,Apr-14,5 years,A641748,Dog,Doberman Pinsch Mix,Black/Tan,Cesar Chavez & Chicon in Austin (TX),Normal,Stray,Neutered Male,1,1825,5,"(2.5, 5.0]",2014-04-19 11:37,4,2014,Apr-14,Saturday,11,1,6 days 04:49:00.000000000,6.200694444
4 years,A641748,2008-11-12 0:00,,Return to Owner,Neutered Male,1460,4,"(2.5, 5.0]",2013-10-15 18:43,10,2013,Oct-13,Tuesday,18,2,2008,11,Oct-13,4 years,A641748,Dog,Doberman Pinsch Mix,Black/Tan,E Cesar Chavez/Ih-35 in Austin (TX),Normal,Stray,Neutered Male,1,1460,4,"(2.5, 5.0]",2013-10-15 11:19,10,2013,Oct-13,Tuesday,11,2,0 days 07:24:00.000000000,0.308333333
4 years,A641748,2008-11-12 0:00,,Return to Owner,Neutered Male,1460,4,"(2.5, 5.0]",2013-10-13 14:43,10,2013,Oct-13,Sunday,14,3,2008,11,Oct-13,4 years,A641748,Dog,Doberman Pinsch Mix,Black/Tan,E Cesar Chavez St/Ih-35 in Austin (TX),Normal,Stray,Neutered Male,1,1460,4,"(2.5, 5.0]",2013-10-13 14:06,10,2013,Oct-13,Sunday,14,3,0 days 00:37:00.000000000,0.025694444
4 years,A641779,2011-11-13 0:00,,Return to Owner,Spayed Female,1460,4,"(2.5, 5.0]",2016-07-26 12:58,7,2016,Jul-16,Tuesday,12,1,2011,11,Jul-16,4 years,A641779,Dog,Pit Bull Mix,White/Black,5006 Heflin Lane in Austin (TX),Normal,Public Assist,Spayed Female,1,1460,4,"(2.5, 5.0]",2016-07-14 22:55,7,2016,Jul-16,Thursday,22,1,11 days 14:03:00.000000000,11.58541667
4 years,A641779,2011-11-13 0:00,,Return to Owner,Spayed Female,1460,4,"(2.5, 5.0]",2016-05-01 18:16,5,2016,May-16,Sunday,18,2,2011,11,May-16,4 years,A641779,Dog,Pit Bull Mix,White/Black,Elmont And Town Lake Circle in Austin (TX),Normal,Stray,Spayed Female,1,1460,4,"(2.5, 5.0]",2016-05-01 17:47,5,2016,May-16,Sunday,17,2,0 days 00:29:00.000000000,0.020138889
3 years,A641781,2012-05-14 0:00,,Adoption,Spayed Female,1095,3,"(2.5, 5.0]",2015-08-20 18:27,8,2015,Aug-15,Thursday,18,1,2012,5,Aug-15,3 years,A641781,Dog,Labrador Retriever/Pointer,Chocolate/White,9325 N Lamar Blvd in Austin (TX),Normal,Stray,Spayed Female,1,1095,3,"(2.5, 5.0]",2015-07-14 15:06,7,2015,Jul-15,Tuesday,15,1,37 days 03:21:00.000000000,37.13958333
6 years,A641795,2008-11-13 0:00,,Adoption,Spayed Female,2190,6,"(5.0, 7.5]",2015-06-18 16:25,6,2015,Jun-15,Thursday,16,1,2008,11,Jun-15,6 years,A641795,Dog,Miniature Poodle Mix,White,Mossycup Ln And Delta Post in Austin (TX),Normal,Stray,Spayed Female,1,2190,6,"(5.0, 7.5]",2015-06-09 12:55,6,2015,Jun-15,Tuesday,12,1,9 days 03:30:00.000000000,9.145833333
5 years,A641795,2008-11-13 0:00,,Return to Owner,Spayed Female,1825,5,"(2.5, 5.0]",2014-06-26 12:32,6,2014,Jun-14,Thursday,12,2,2008,11,Jun-14,5 years,A641795,Dog,Miniature Poodle Mix,White,Austin (TX),Normal,Owner Surrender,Spayed Female,1,1825,5,"(2.5, 5.0]",2014-06-25 18:19,6,2014,Jun-14,Wednesday,18,2,0 days 18:13:00.000000000,0.759027778
1 year,A641842,2012-06-14 0:00,,Adoption,Spayed Female,365,1,"(-0.025, 2.5]",2013-12-08 17:08,12,2013,Dec-13,Sunday,17,1,2012,6,Dec-13,1 year,A641842,Dog,Labrador Retriever Mix,Yellow/White,Grizelda/Powell in Austin (TX),Normal,Owner Surrender,Spayed Female,1,365,1,"(-0.025, 2.5]",2013-11-15 16:26,11,2013,Nov-13,Friday,16,1,23 days 00:42:00.000000000,23.02916667
4 years,A641846,2009-05-14 0:00,,Return to Owner,Spayed Female,1460,4,"(2.5, 5.0]",2013-12-29 14:34,12,2013,Dec-13,Sunday,14,1,2009,5,Dec-13,4 years,A641846,Dog,Labrador Retriever/Border Collie,Brown,Davis Ln & Slaughter Ln in Austin (TX),Normal,Stray,Spayed Female,1,1460,4,"(2.5, 5.0]",2013-12-29 13:30,12,2013,Dec-13,Sunday,13,1,0 days 01:04:00.000000000,0.044444444
1 year,A641881,2012-06-17 0:00,,Return to Owner,Neutered Male,365,1,"(-0.025, 2.5]",2014-02-11 13:23,2,2014,Feb-14,Tuesday,13,1,2012,6,Feb-14,1 year,A641881,Dog,Labrador Retriever Mix,Yellow,1700 Teri Rd in Austin (TX),Normal,Stray,Neutered Male,1,365,1,"(-0.025, 2.5]",2014-02-11 13:03,2,2014,Feb-14,Tuesday,13,1,0 days 00:20:00.000000000,0.013888889
9 years,A641887,2004-11-15 0:00,Suffering,Euthanasia,Spayed Female,3285,9,"(7.5, 10.0]",2014-05-19 8:24,5,2014,May-14,Monday,8,1,2004,11,May-14,9 years,A641887,Dog,Labrador Retriever Mix,Black,Austin (TX),Sick,Owner Surrender,Spayed Female,1,3285,9,"(7.5, 10.0]",2014-05-13 11:56,5,2014,May-14,Tuesday,11,1,5 days 20:28:00.000000000,5.852777778
3 years,A641890,2010-11-15 0:00,,Return to Owner,Spayed Female,1095,3,"(2.5, 5.0]",2014-04-05 16:13,4,2014,Apr-14,Saturday,16,1,2010,11,Apr-14,3 years,A641890,Dog,Pit Bull Mix,Blue/White,10801 Hokanson Ct in Travis (TX),Normal,Public Assist,Spayed Female,1,1095,3,"(2.5, 5.0]",2014-04-05 16:07,4,2014,Apr-14,Saturday,16,1,0 days 00:06:00.000000000,0.004166667
3 years,A641891,2010-11-15 0:00,,Return to Owner,Spayed Female,1095,3,"(2.5, 5.0]",2014-04-05 16:14,4,2014,Apr-14,Saturday,16,1,2010,11,Apr-14,3 years,A641891,Dog,Pit Bull Mix,White/Tan,10801 Hokanson Ct in Travis (TX),Normal,Public Assist,Spayed Female,1,1095,3,"(2.5, 5.0]",2014-04-05 16:07,4,2014,Apr-14,Saturday,16,1,0 days 00:07:00.000000000,0.004861111
6 years,A641941,2008-11-15 0:00,Partner,Transfer,Neutered Male,2190,6,"(5.0, 7.5]",2015-05-27 12:24,5,2015,May-15,Wednesday,12,1,2008,11,May-15,6 years,A641941,Dog,Labrador Retriever Mix,Black/White,Austin (TX),Normal,Owner Surrender,Neutered Male,1,2190,6,"(5.0, 7.5]",2015-05-12 14:50,5,2015,May-15,Tuesday,14,1,14 days 21:34:00.000000000,14.89861111
7 years,A641952,2007-11-17 0:00,Suffering,Euthanasia,Intact Female,2555,7,"(5.0, 7.5]",2015-06-29 17:08,6,2015,Jun-15,Monday,17,1,2007,11,Jun-15,7 years,A641952,Dog,Rottweiler,Black/Brown,2101 Teri Rd in Austin (TX),Normal,Stray,Intact Female,1,2555,7,"(5.0, 7.5]",2015-06-29 14:01,6,2015,Jun-15,Monday,14,1,0 days 03:07:00.000000000,0.129861111
5 years,A642002,2008-11-16 0:00,,Return to Owner,Spayed Female,1825,5,"(2.5, 5.0]",2014-08-01 17:59,8,2014,Aug-14,Friday,17,1,2008,11,Aug-14,5 years,A642002,Dog,Pomeranian Mix,White/Black,Whipple Tree Way in Austin (TX),Normal,Stray,Spayed Female,1,1825,5,"(2.5, 5.0]",2014-08-01 15:01,8,2014,Aug-14,Friday,15,1,0 days 02:58:00.000000000,0.123611111
2 years,A642023,2011-05-17 0:00,,Return to Owner,Neutered Male,730,2,"(-0.025, 2.5]",2014-04-29 11:35,4,2014,Apr-14,Tuesday,11,1,2011,5,Apr-14,2 years,A642023,Dog,Pbgv Mix,White/Tan,3400 North Hill in Austin (TX),Normal,Public Assist,Neutered Male,1,730,2,"(-0.025, 2.5]",2014-04-28 19:11,4,2014,Apr-14,Monday,19,1,0 days 16:24:00.000000000,0.683333333
8 years,A642027,2007-11-17 0:00,,Return to Owner,Neutered Male,2920,8,"(7.5, 10.0]",2016-07-05 13:30,7,2016,Jul-16,Tuesday,13,1,2007,11,Jul-16,8 years,A642027,Dog,Pit Bull Mix,Brown/White,1200 Montopolis Dr in Austin (TX),Normal,Stray,Neutered Male,1,2920,8,"(7.5, 10.0]",2016-07-02 15:05,7,2016,Jul-16,Saturday,15,1,2 days 22:25:00.000000000,2.934027778
7 years,A642027,2007-11-17 0:00,,Return to Owner,Neutered Male,2555,7,"(5.0, 7.5]",2015-03-20 14:15,3,2015,Mar-15,Friday,14,2,2007,11,Mar-15,7 years,A642027,Dog,Pit Bull Mix,Brown/White,5700 Gloucester Ln in Austin (TX),Normal,Stray,Neutered Male,1,2555,7,"(5.0, 7.5]",2015-03-20 10:53,3,2015,Mar-15,Friday,10,2,0 days 03:22:00.000000000,0.140277778
8 years,A642091,2007-11-18 0:00,,Adoption,Spayed Female,2920,8,"(7.5, 10.0]",2016-08-26 11:53,8,2016,Aug-16,Friday,11,1,2007,11,Aug-16,8 years,A642091,Dog,Chihuahua Shorthair/Italian Greyhound,Brown/White,7201 Levander Loop in Austin (TX),Normal,Stray,Spayed Female,1,2920,8,"(7.5, 10.0]",2016-08-22 11:38,8,2016,Aug-16,Monday,11,1,4 days 00:15:00.000000000,4.010416667
5 years,A642126,2012-01-18 0:00,,Return to Owner,Neutered Male,1825,5,"(2.5, 5.0]",2017-07-02 12:16,7,2017,Jul-17,Sunday,12,1,2012,1,Jul-17,5 years,A642126,Dog,Border Terrier Mix,Gray/White,Austin (TX),Normal,Public Assist,Neutered Male,1,1825,5,"(2.5, 5.0]",2017-06-24 16:49,6,2017,Jun-17,Saturday,16,1,7 days 19:27:00.000000000,7.810416667
2 years,A642126,2012-01-18 0:00,,Return to Owner,Neutered Male,730,2,"(-0.025, 2.5]",2014-12-07 12:12,12,2014,Dec-14,Sunday,12,2,2012,1,Dec-14,2 years,A642126,Dog,Border Terrier Mix,Gray/White,9601 Middle Fiskville in Austin (TX),Normal,Stray,Neutered Male,1,730,2,"(-0.025, 2.5]",2014-11-27 14:54,11,2014,Nov-14,Thursday,14,2,9 days 21:18:00.000000000,9.8875
3 years,A642176,2011-05-19 0:00,,Adoption,Spayed Female,1095,3,"(2.5, 5.0]",2014-07-04 14:26,7,2014,Jul-14,Friday,14,1,2011,5,Jul-14,3 years,A642176,Dog,Jack Russell Terrier Mix,Brown/White,Metric/183 in Austin (TX),Normal,Stray,Spayed Female,1,1095,3,"(2.5, 5.0]",2014-06-29 12:47,6,2014,Jun-14,Sunday,12,1,5 days 01:39:00.000000000,5.06875
2 years,A642176,2011-05-19 0:00,,Return to Owner,Spayed Female,730,2,"(-0.025, 2.5]",2014-04-09 12:26,4,2014,Apr-14,Wednesday,12,2,2011,5,Apr-14,2 years,A642176,Dog,Jack Russell Terrier Mix,Brown/White,Research Blvd And Westgate Hills in Austin (TX),Normal,Stray,Spayed Female,1,730,2,"(-0.025, 2.5]",2014-03-31 11:13,3,2014,Mar-14,Monday,11,2,9 days 01:13:00.000000000,9.050694444
8 years,A642185,2006-11-19 0:00,,Return to Owner,Neutered Male,2920,8,"(7.5, 10.0]",2015-08-18 12:39,8,2015,Aug-15,Tuesday,12,1,2006,11,Aug-15,8 years,A642185,Dog,Standard Poodle/Labrador Retriever,Chocolate,Austin (TX),Normal,Public Assist,Neutered Male,1,2920,8,"(7.5, 10.0]",2015-08-11 16:50,8,2015,Aug-15,Tuesday,16,1,6 days 19:49:00.000000000,6.825694444
2 years,A642201,2012-09-04 0:00,,Adoption,Neutered Male,730,2,"(-0.025, 2.5]",2014-11-22 13:01,11,2014,Nov-14,Saturday,13,1,2012,9,Nov-14,1 year,A642201,Cat,Domestic Shorthair Mix,Orange Tabby,Austin (TX),Normal,Owner Surrender,Neutered Male,1,365,1,"(-0.025, 2.5]",2014-04-15 18:07,4,2014,Apr-14,Tuesday,18,1,220 days 18:54:00.000000000,220.7875
4 years,A642225,2010-11-20 0:00,,Adoption,Spayed Female,1460,4,"(2.5, 5.0]",2015-03-06 12:28,3,2015,Mar-15,Friday,12,1,2010,11,Mar-15,3 years,A642225,Dog,Catahoula/Boxer,Black/White,Austin (TX),Normal,Owner Surrender,Spayed Female,1,1095,3,"(2.5, 5.0]",2014-09-14 11:19,9,2014,Sep-14,Sunday,11,1,173 days 01:09:00.000000000,173.0479167
4 years,A642227,2012-01-20 0:00,,Adoption,Neutered Male,1460,4,"(2.5, 5.0]",2016-09-25 16:47,9,2016,Sep-16,Sunday,16,1,2012,1,Sep-16,4 years,A642227,Dog,Pit Bull Mix,Tan/White,7201 Levander Loop in Austin (TX),Normal,Stray,Neutered Male,1,1460,4,"(2.5, 5.0]",2016-08-22 11:12,8,2016,Aug-16,Monday,11,1,34 days 05:35:00.000000000,34.23263889
10 years,A642264,2006-12-01 0:00,,Return to Owner,Neutered Male,3650,10,"(7.5, 10.0]",2017-02-25 19:16,2,2017,Feb-17,Saturday,19,1,2006,12,Feb-17,10 years,A642264,Dog,Labrador Retriever Mix,Brown,3209 S. Ih-35 in Austin (TX),Normal,Stray,Neutered Male,1,3650,10,"(7.5, 10.0]",2017-02-25 16:34,2,2017,Feb-17,Saturday,16,1,0 days 02:42:00.000000000,0.1125
4 years,A642312,2012-03-21 0:00,,Return to Owner,Neutered Male,1460,4,"(2.5, 5.0]",2016-09-03 11:09,9,2016,Sep-16,Saturday,11,1,2012,3,Sep-16,4 years,A642312,Dog,Pit Bull Mix,Tan/White,2159 S Lamar Blvd in Austin (TX),Injured,Stray,Neutered Male,1,1460,4,"(2.5, 5.0]",2016-09-02 12:58,9,2016,Sep-16,Friday,12,1,0 days 22:11:00.000000000,0.924305556
10 years,A642317,2004-11-21 0:00,,Return to Owner,Neutered Male,3650,10,"(7.5, 10.0]",2015-08-27 14:59,8,2015,Aug-15,Thursday,14,1,2004,11,Aug-15,10 years,A642317,Dog,Chihuahua Shorthair Mix,Tricolor,Blossom Bell And Jordan Lane in Austin (TX),Normal,Stray,Neutered Male,1,3650,10,"(7.5, 10.0]",2015-08-24 18:13,8,2015,Aug-15,Monday,18,1,2 days 20:46:00.000000000,2.865277778
3 years,A642325,2010-11-21 0:00,,Adoption,Neutered Male,1095,3,"(2.5, 5.0]",2014-05-26 12:41,5,2014,May-14,Monday,12,1,2010,11,May-14,3 years,A642325,Dog,German Shepherd/Doberman Pinsch,Chocolate/Tan,Del Valle (TX),Normal,Owner Surrender,Intact Male,1,1095,3,"(2.5, 5.0]",2014-04-12 13:02,4,2014,Apr-14,Saturday,13,1,43 days 23:39:00.000000000,43.98541667
6 years,A642377,2007-11-23 0:00,,Return to Owner,Spayed Female,2190,6,"(5.0, 7.5]",2014-03-27 18:51,3,2014,Mar-14,Thursday,18,1,2007,11,Mar-14,6 years,A642377,Dog,Rottweiler,Black/Red,2202 Galway St in Austin (TX),Normal,Stray,Spayed Female,1,2190,6,"(5.0, 7.5]",2014-03-25 16:57,3,2014,Mar-14,Tuesday,16,1,2 days 01:54:00.000000000,2.079166667
1 year,A642379,2012-09-08 0:00,,Adoption,Neutered Male,365,1,"(-0.025, 2.5]",2014-04-03 15:28,4,2014,Apr-14,Thursday,15,1,2012,9,Apr-14,1 year,A642379,Dog,Rottweiler Mix,Black/Red,2202 Galway St in Austin (TX),Normal,Stray,Neutered Male,1,365,1,"(-0.025, 2.5]",2014-03-25 16:57,3,2014,Mar-14,Tuesday,16,1,8 days 22:31:00.000000000,8.938194444
3 years,A642394,2012-09-23 0:00,,Adoption,Neutered Male,1095,3,"(2.5, 5.0]",2016-05-17 11:27,5,2016,May-16,Tuesday,11,1,2012,9,May-16,3 years,A642394,Cat,Domestic Shorthair Mix,Blue Tabby,Austin (TX),Normal,Owner Surrender,Neutered Male,1,1095,3,"(2.5, 5.0]",2016-05-04 16:41,5,2016,May-16,Wednesday,16,1,12 days 18:46:00.000000000,12.78194444
5 years,A642411,2012-10-08 0:00,,Return to Owner,Neutered Male,1825,5,"(2.5, 5.0]",2017-10-07 18:14,10,2017,Oct-17,Saturday,18,1,2012,10,Oct-17,5 years,A642411,Cat,Domestic Shorthair Mix,Brown Tabby,Austin (TX),Normal,Owner Surrender,Neutered Male,1,1825,5,"(2.5, 5.0]",2017-10-07 12:22,10,2017,Oct-17,Saturday,12,1,0 days 05:52:00.000000000,0.244444444
5 years,A642412,2012-10-08 0:00,,Return to Owner,Neutered Male,1825,5,"(2.5, 5.0]",2017-10-07 18:14,10,2017,Oct-17,Saturday,18,1,2012,10,Oct-17,5 years,A642412,Cat,Domestic Shorthair Mix,Black/White,Austin (TX),Normal,Owner Surrender,Neutered Male,1,1825,5,"(2.5, 5.0]",2017-10-07 12:22,10,2017,Oct-17,Saturday,12,1,0 days 05:52:00.000000000,0.244444444
15 years,A642415,1998-11-23 0:00,,Return to Owner,Spayed Female,5475,15,"(12.5, 15.0]",2014-06-19 14:54,6,2014,Jun-14,Thursday,14,1,1998,11,Jun-14,15 years,A642415,Cat,Domestic Shorthair Mix,Black,1015 Norwood Park Blvd in Austin (TX),Normal,Stray,Spayed Female,1,5475,15,"(12.5, 15.0]",2014-06-18 17:31,6,2014,Jun-14,Wednesday,17,1,0 days 21:23:00.000000000,0.890972222
12 years,A642416,2000-11-23 0:00,Partner,Transfer,Spayed Female,4380,12,"(10.0, 12.5]",2013-10-30 15:32,10,2013,Oct-13,Wednesday,15,1,2000,11,Oct-13,12 years,A642416,Dog,Chihuahua Shorthair Mix,Gray/White,Austin (TX),Normal,Owner Surrender,Spayed Female,1,4380,12,"(10.0, 12.5]",2013-10-27 15:12,10,2013,Oct-13,Sunday,15,1,3 days 00:20:00.000000000,3.013888889
6 years,A642547,2008-11-28 0:00,,Return to Owner,Spayed Female,2190,6,"(5.0, 7.5]",2015-06-21 14:36,6,2015,Jun-15,Sunday,14,1,2008,11,Jun-15,6 years,A642547,Dog,Yorkshire Terrier Mix,Brown,Austin (TX),Normal,Public Assist,Spayed Female,1,2190,6,"(5.0, 7.5]",2015-06-13 15:01,6,2015,Jun-15,Saturday,15,1,7 days 23:35:00.000000000,7.982638889
