age_upon_intake,animal_id,animal_type,breed,color,datetime,datetime2,found_location,intake_condition,intake_type,name,sex_upon_intake
10 years,A675770,Dog,Labrador Retriever Mix,Black/White,2014-03-31T21:48:00.000,2014-03-31T21:48:00.000,1201 Payton Gin in Austin (TX),Injured,Stray,Colby,Neutered Male
4 weeks,A704346,Cat,Domestic Shorthair Mix,Calico,2015-06-03T16:42:00.000,2015-06-03T16:42:00.000,2109 Jesse Owens Dr in Austin (TX),Normal,Stray,,Unknown
1 month,A668597,Dog,Rottweiler Mix,Black/White,2013-12-05T16:20:00.000,2013-12-05T16:20:00.000,8105 Research Blvd #74 in Austin (TX),Normal,Stray,,Intact Male
3 years,A726343,Dog,Pit Bull Mix,Brown Brindle,2016-11-29T11:23:00.000,2016-11-29T11:23:00.000,1156 W Cesar Chavez St in Austin (TX),Normal,Public Assist,Kapoa,Neutered Male
1 month,A689408,Cat,Domestic Shorthair Mix,Black/White,2014-10-03T16:30:00.000,2014-10-03T16:30:00.000,2329 Bendridge in Austin (TX),Normal,Stray,*Gypsy,Intact Female
2 years,A637271,Dog,Labrador Retriever Mix,Black,2015-05-10T17:50:00.000,2015-05-10T17:50:00.000,Atwood And Kemp in Austin (TX),Normal,Stray,Pebbles,Spayed Female
7 months,A691113,Dog,Labrador Retriever Mix,Tan/White,2014-10-30T11:18:00.000,2014-10-30T11:18:00.000,51St And Berkman Dr in Austin (TX),Normal,Stray,*Maddie,Intact Male
5 months,A673538,Dog,Australian Kelpie,Brown/White,2014-02-26T11:17:00.000,2014-02-26T11:17:00.000,1051 Dalton Ln in Del Valle (TX),Normal,Stray,,Intact Male
4 years,A742031,Dog,Shih Tzu Mix,White/Chocolate,2017-01-13T12:45:00.000,2017-01-13T12:45:00.000,10612 Golden Quail in Austin (TX),Normal,Stray,,Intact Female
4 weeks,A721848,Dog,Lhasa Apso Mix,Black/White,2016-03-05T16:35:00.000,2016-03-05T16:35:00.000,Austin (TX),Normal,Public Assist,,Intact Female
1 month,A703441,Cat,Domestic Shorthair Mix,Brown Tabby/White,2015-05-24T17:17:00.000,2015-05-24T17:17:00.000,11441 Ptarmigan Drive in Austin (TX),Normal,Stray,Dory,Intact Female
2 years,A683105,Dog,West Highland,White,2014-07-07T12:41:00.000,2014-07-07T12:41:00.000,N183/Ih-35 in Austin (TX),Normal,Stray,,Intact Male
1 month,A753183,Cat,Domestic Shorthair Mix,Orange Tabby/White,2017-07-03T11:01:00.000,2017-07-03T11:01:00.000,6203 Saddler Lane in Austin (TX),Normal,Owner Surrender,,Intact Male
1 year,A714564,Dog,Plott Hound Mix,Brown Brindle,2015-11-08T11:50:00.000,2015-11-08T11:50:00.000,Austin (TX),Normal,Owner Surrender,Rocky,Neutered Male
16 years,A738392,Dog,Pit Bull Mix,Chocolate/White,2016-11-14T12:40:00.000,2016-11-14T12:40:00.000,Austin (TX),Normal,Stray,Sally,Spayed Female
1 year,A699580,Other,Bat,Brown,2015-03-30T11:43:00.000,2015-03-30T11:43:00.000,6410 Chimney Creek # A in Austin (TX),Normal,Wildlife,,Unknown
2 years,A705511,Dog,Beagle Mix,Tricolor,2015-06-18T12:35:00.000,2015-06-18T12:35:00.000,5310 Burnet Rd in Austin (TX),Normal,Stray,*Stella,Intact Female
1 month,A759305,Cat,Domestic Shorthair Mix,Black/White,2017-09-30T12:36:00.000,2017-09-30T12:36:00.000,1515 Wickersham in Austin (TX),Normal,Stray,,Intact Male
2 months,A754813,Cat,Domestic Shorthair Mix,Orange Tabby,2017-07-25T11:22:00.000,2017-07-25T11:22:00.000,705 West Milton in Austin (TX),Normal,Stray,*Karita,Intact Female
6 years,A762901,Cat,Domestic Shorthair Mix,Black/White,2017-11-29T17:52:00.000,2017-11-29T17:52:00.000,11901 Pavilion in Austin (TX),Normal,Public Assist,*Rae,Intact Female
1 year,A719370,Dog,Pit Bull Mix,Blue/White,2016-01-18T14:09:00.000,2016-01-18T14:09:00.000,8412 Garcreek C in Austin (TX),Normal,Public Assist,Gerda,Spayed Female
5 years,A677576,Dog,Chihuahua Shorthair Mix,White/Brown,2014-04-26T14:51:00.000,2014-04-26T14:51:00.000,1809 Tolstoy Cir in Travis (TX),Normal,Stray,*Bingo,Intact Male
4 weeks,A698172,Other,Bat,Brown/Black,2015-03-06T18:48:00.000,2015-03-06T18:48:00.000,201 San Jacinto Blvd in Austin (TX),Normal,Wildlife,,Unknown
3 years,A693934,Cat,Domestic Shorthair Mix,White/Brown Tabby,2014-12-17T10:36:00.000,2014-12-17T10:36:00.000,7201 Levander Loop in Austin (TX),Normal,Owner Surrender,Pixie,Intact Female
1 month,A754990,Dog,German Shepherd/Labrador Retriever,Tan/Black,2017-07-27T14:54:00.000,2017-07-27T14:54:00.000,5801 Signal Point Blvd in Austin (TX),Normal,Owner Surrender,,Intact Male
8 months,A717638,Cat,Domestic Shorthair Mix,Tortie,2015-12-11T16:17:00.000,2015-12-11T16:17:00.000,Austin (TX),Normal,Owner Surrender,Izzy,Intact Female
2 years,A719914,Dog,Akita Mix,White,2016-01-30T10:42:00.000,2016-01-30T10:42:00.000,8201 Coulver Rd in Travis (TX),Normal,Stray,Digby,Intact Male
1 month,A735663,Cat,Domestic Shorthair Mix,Black/White,2016-09-27T11:03:00.000,2016-09-27T11:03:00.000,6113 Marigold Terrace in Austin (TX),Normal,Stray,*Marco,Intact Male
9 months,A758889,Dog,Pit Bull Mix,Brown/White,2017-09-23T14:31:00.000,2017-09-23T14:31:00.000,8405 Old Bee Caves Road in Austin (TX),Normal,Stray,Astro,Intact Male
4 years,A689364,Dog,Chihuahua Shorthair Mix,Sable/White,2016-07-19T09:20:00.000,2016-07-19T09:20:00.000,Austin (TX),Normal,Owner Surrender,Lil Chico,Neutered Male
10 months,A691919,Cat,Domestic Shorthair Mix,Orange Tabby,2014-11-16T11:48:00.000,2014-11-16T11:48:00.000,E 38 1/2 St & Maplewood Ave in Austin (TX),Normal,Stray,,Neutered Male
1 month,A666091,Cat,Domestic Medium Hair Mix,Black/White,2013-10-26T16:43:00.000,2013-10-26T16:43:00.000,5300 Pecan Brook in Austin (TX),Normal,Stray,Willy,Intact Male
2 years,A632171,Cat,Domestic Shorthair Mix,Brown Tabby,2014-07-31T12:07:00.000,2014-07-31T12:07:00.000,Austin (TX),Normal,Owner Surrender,Rukia,Spayed Female
2 months,A704202,Cat,Domestic Shorthair Mix,Brown Tabby,2015-06-02T14:30:00.000,2015-06-02T14:30:00.000,13505 Burnet Rd in Austin (TX),Normal,Stray,,Intact Male
2 years,A732342,Dog,Chihuahua Shorthair Mix,Tricolor,2016-08-06T13:19:00.000,2016-08-06T13:19:00.000,9705 Criswell in Travis (TX),Normal,Stray,*Sheilla,Intact Female
1 month,A685707,Cat,Domestic Shorthair Mix,White/Black Tabby,2014-08-11T15:07:00.000,2014-08-11T15:07:00.000,Vargas  &  Riverside Dr in Austin (TX),Normal,Stray,,Intact Male
2 years,A679195,Dog,Pit Bull Mix,Tan/White,2014-05-17T13:30:00.000,2014-05-17T13:30:00.000,10701 S. 1St Street in Austin (TX),Normal,Stray,Luke,Intact Male
2 years,A752967,Dog,Pit Bull Mix,Blue/White,2017-06-29T13:45:00.000,2017-06-29T13:45:00.000,5712 Emerald Forest in Austin (TX),Normal,Stray,Gray,Intact Male
6 years,A700535,Dog,Chihuahua Shorthair Mix,Tan,2015-04-15T13:25:00.000,2015-04-15T13:25:00.000,701 Woodward St in Austin (TX),Normal,Stray,Bunnies,Neutered Male
2 years,A691498,Dog,Australian Shepherd Mix,Tricolor,2015-01-01T13:18:00.000,2015-01-01T13:18:00.000,Austin (TX),Normal,Owner Surrender,Luna,Spayed Female
1 year,A679032,Other,Bat Mix,Brown,2014-05-15T15:41:00.000,2014-05-15T15:41:00.000,9016 Palace Pkwy in Austin (TX),Normal,Wildlife,,Unknown
1 weeks,A727334,Cat,Domestic Shorthair Mix,Black,2016-05-21T11:03:00.000,2016-05-21T11:03:00.000,9008 Hunters Trace in Austin (TX),Normal,Stray,*Fritz,Intact Male
5 years,A690661,Dog,Chihuahua Shorthair Mix,Black/Tan,2014-10-23T17:16:00.000,2014-10-23T17:16:00.000,7112 Hillcroft Dr in Austin (TX),Sick,Stray,,Intact Male
3 years,A616444,Dog,Labrador Retriever Mix,Yellow,2013-11-12T11:04:00.000,2013-11-12T11:04:00.000,Lyons Rd/Tillery St in Austin (TX),Normal,Stray,Springdale,Neutered Male
2 years,A691111,Dog,Miniature Schnauzer Mix,Gray,2014-10-30T11:10:00.000,2014-10-30T11:10:00.000,Lakeway (TX),Normal,Owner Surrender,Ruby,Intact Female
2 months,A737098,Cat,Domestic Shorthair Mix,Calico/White,2016-10-22T11:01:00.000,2016-10-22T11:01:00.000,14000 Renaissance Ct in Austin (TX),Normal,Stray,,Intact Female
4 years,A590957,Dog,Chihuahua Shorthair Mix,Blue,2013-12-12T18:20:00.000,2013-12-12T18:20:00.000,Dessau Rd/E Rundberg Ln in Austin (TX),Normal,Stray,Harley,Neutered Male
2 years,A767426,Dog,Chihuahua Shorthair Mix,Tan,2018-02-28T15:34:00.000,2018-02-28T15:34:00.000,Austin (TX),Normal,Owner Surrender,Clark,Intact Male
1 year,A715018,Dog,Chihuahua Shorthair Mix,Tan/White,2015-10-30T13:41:00.000,2015-10-30T13:41:00.000,2101 E. St Elmo in Austin (TX),Injured,Stray,*Milky Way,Intact Male
9 months,A669601,Cat,Domestic Shorthair Mix,Blue,2013-12-23T15:29:00.000,2013-12-23T15:29:00.000,Austin (TX),Normal,Owner Surrender,*Ash,Intact Male
8 years,A715988,Dog,Rottweiler,Black/Tan,2015-11-12T16:29:00.000,2015-11-12T16:29:00.000,2101 Burton Dr in Austin (TX),Normal,Stray,Bo,Neutered Male
1 year,A683730,Cat,Domestic Medium Hair Mix,Brown Tabby,2014-07-14T16:12:00.000,2014-07-14T16:12:00.000,1700 Burton Dr #401 in Austin (TX),Normal,Public Assist,*Eloise,Intact Female
2 years,A712521,Other,Skunk Mix,Black/White,2015-09-24T15:50:00.000,2015-09-24T15:50:00.000,Big Bend/Balcones in Austin (TX),Sick,Wildlife,,Unknown
5 years,A725552,Cat,Domestic Shorthair Mix,Brown Tabby/White,2016-04-30T14:04:00.000,2016-04-30T14:04:00.000,Austin (TX),Normal,Owner Surrender,Minkee,Intact Female
4 weeks,A758960,Cat,Domestic Shorthair Mix,Black/White,2017-09-24T14:37:00.000,2017-09-24T14:37:00.000,7521 Marble Crest in Austin (TX),Normal,Stray,Shaolin,Intact Male
3 weeks,A679449,Cat,Domestic Shorthair Mix,Orange Tabby,2014-05-21T12:07:00.000,2014-05-21T12:07:00.000,7125 Howerington Circle in Austin (TX),Normal,Stray,,Intact Male
2 years,A766438,Cat,Domestic Shorthair Mix,Orange Tabby,2018-02-09T10:39:00.000,2018-02-09T10:39:00.000,Forest And Sage in Manor (TX),Normal,Stray,*Arthur,Intact Male
9 years,A568282,Dog,Bruss Griffon Mix,Gray/Black,2017-04-07T11:15:00.000,2017-04-07T11:15:00.000,East Martin Luther King Jr Blvd in Austin (TX),Injured,Stray,Sunny Boy,Neutered Male
1 month,A726340,Cat,Siamese Mix,Seal Point,2016-05-09T17:25:00.000,2016-05-09T17:25:00.000,Austin (TX),Injured,Owner Surrender,*Sammy,Intact Male
4 years,A657173,Dog,Australian Cattle Dog/German Shepherd,Black/Tan,2013-11-01T13:17:00.000,2013-11-01T13:17:00.000,Ave D/Speedway in Austin (TX),Normal,Stray,Pablo,Neutered Male
1 year,A754138,Dog,Boxer Mix,Tan/White,2017-07-16T12:19:00.000,2017-07-16T12:19:00.000,2400 S Lakeshore Blvd in Austin (TX),Normal,Stray,*Sway,Intact Female
1 year,A725091,Dog,German Shepherd Mix,Black/Brown,2016-04-25T18:22:00.000,2016-04-25T18:22:00.000,E12Th And Chicon in Austin (TX),Normal,Stray,*Delilah,Intact Female
2 years,A676907,Dog,Pit Bull,Brown,2014-04-16T20:24:00.000,2014-04-16T20:24:00.000,9601 Middle Fiskville in Austin (TX),Injured,Stray,*Sandy,Intact Female
4 months,A684923,Cat,Domestic Shorthair Mix,Orange Tabby/White,2014-07-30T14:04:00.000,2014-07-30T14:04:00.000,7131 Wood Hollow Dr in Austin (TX),Normal,Stray,,Intact Male
5 years,A744629,Cat,Domestic Shorthair Mix,Blue/White,2017-03-04T13:24:00.000,2017-03-04T13:24:00.000,Austin (TX),Normal,Owner Surrender,Bea,Spayed Female
4 weeks,A733462,Cat,Domestic Shorthair Mix,Tortie,2016-08-22T11:43:00.000,2016-08-22T11:43:00.000,2000 Millay Dr in Austin (TX),Normal,Stray,*Cici,Intact Female
0 years,A693269,Dog,Treeing Walker Coonhound/German Shepherd,Brown/Black,2014-12-05T13:01:00.000,2014-12-05T13:01:00.000,Austin (TX),Nursing,Owner Surrender,Denver,Intact Male
1 year,A761257,Cat,American Shorthair Mix,Torbie,2017-11-01T17:04:00.000,2017-11-01T17:04:00.000,Outside Jurisdiction,Normal,Stray,,Intact Female
10 years,A484400,Dog,Pit Bull/Labrador Retriever,Black,2017-05-28T20:19:00.000,2017-05-28T20:19:00.000,12221 North Mopac in Austin (TX),Normal,Stray,Beauby,Neutered Male
1 year,A703349,Dog,Chihuahua Shorthair Mix,Black/Brown,2015-05-23T13:55:00.000,2015-05-23T13:55:00.000,4211 S Lamar Blvd in Austin (TX),Normal,Stray,*Jesse,Intact Male
3 years,A672409,Dog,Pit Bull Mix,Red/White,2014-02-09T15:19:00.000,2014-02-09T15:19:00.000,Austin (TX),Normal,Owner Surrender,Bruce,Neutered Male
1 month,A745916,Dog,Australian Cattle Dog Mix,Blue Merle,2017-03-26T12:56:00.000,2017-03-26T12:56:00.000,E Stassney Ln & Tallow Tree Dr in Austin (TX),Normal,Stray,Abrams,Intact Male
2 years,A745971,Dog,Basset Hound Mix,Black/Brown,2017-03-27T12:00:00.000,2017-03-27T12:00:00.000,Alcott Lane And Lindshire in Austin (TX),Normal,Stray,*Heddy,Intact Female
3 years,A684596,Cat,Domestic Shorthair Mix,Black,2016-02-13T12:46:00.000,2016-02-13T12:46:00.000,2425 Elmont Dr in Austin (TX),Normal,Stray,Silvy,Spayed Female
1 month,A704263,Dog,Labrador Retriever Mix,Blue,2015-06-03T09:21:00.000,2015-06-03T09:21:00.000,Circuit Of The Americas in Travis (TX),Normal,Stray,Luna,Intact Female
2 years,A696223,Cat,Domestic Shorthair Mix,Brown Tabby,2015-01-31T12:01:00.000,2015-01-31T12:01:00.000,9723 Blocker Rd in Austin (TX),Normal,Stray,,Intact Female
2 months,A719288,Dog,English Pointer Mix,Tricolor/Brown Merle,2016-01-16T14:42:00.000,2016-01-16T14:42:00.000,6806 Breezy Hill Dr in Travis (TX),Normal,Stray,*Goose,Intact Male
3 years,A729284,Dog,Chihuahua Shorthair Mix,Red,2016-06-15T16:16:00.000,2016-06-15T16:16:00.000,7020 Grand Canyon Dr 108 in Austin (TX),Normal,Stray,*Margie,Intact Female
4 weeks,A729208,Cat,Domestic Shorthair Mix,Calico,2016-06-14T17:18:00.000,2016-06-14T17:18:00.000,1816 E 6Th St in Austin (TX),Normal,Stray,,Unknown
5 years,A707405,Dog,Shih Tzu/Cardigan Welsh Corgi,Tan/White,2015-07-12T13:10:00.000,2015-07-12T13:10:00.000,9417 Meyrick Park Trl in Travis (TX),Normal,Stray,Logan,Neutered Male
3 years,A742209,Cat,Domestic Shorthair Mix,Orange Tabby,2017-01-17T13:32:00.000,2017-01-17T13:32:00.000,400 W Saint Elmo Rd in Austin (TX),Normal,Stray,*Jay,Intact Male
1 month,A681575,Dog,Labrador Retriever/Blue Lacy,Tricolor,2014-06-18T15:19:00.000,2014-06-18T15:19:00.000,Hwy 183 And E Riverside Dr in Austin (TX),Normal,Stray,Sandy,Intact Female
1 year,A717913,Dog,Labrador Retriever/German Shepherd,Black,2016-12-18T09:40:00.000,2016-12-18T09:40:00.000,Travis (TX),Normal,Owner Surrender,Vega,Spayed Female
6 years,A753925,Dog,Miniature Poodle Mix,Black,2017-07-13T16:20:00.000,2017-07-13T16:20:00.000,2200 W 35Th in Austin (TX),Normal,Public Assist,Annie,Spayed Female
1 month,A731598,Cat,Domestic Shorthair Mix,Orange Tabby/White,2016-07-24T16:30:00.000,2016-07-24T16:30:00.000,Harris Branch Pkwy And E Parmer Ln in Travis (TX),Normal,Stray,*Harriet,Intact Female
5 months,A731060,Bird,Chicken Mix,Orange,2016-07-15T11:29:00.000,2016-07-15T11:29:00.000,Austin (TX),Normal,Owner Surrender,,Intact Male
4 weeks,A689275,Cat,Domestic Shorthair Mix,Black,2014-10-01T15:42:00.000,2014-10-01T15:42:00.000,9102 Shepard Dr in Austin (TX),Normal,Stray,*Niblet,Intact Male
2 years,A718205,Dog,Dachshund/Chihuahua Shorthair,White/Black,2015-12-24T11:03:00.000,2015-12-24T11:03:00.000,10535 Boyer Blvd in Austin (TX),Normal,Stray,*Lou,Intact Male
3 years,A696956,Dog,Dachshund Wirehair Mix,Buff,2015-03-24T15:02:00.000,2015-03-24T15:02:00.000,4511 E Sh 71 in Del Valle (TX),Normal,Stray,Beanie,Spayed Female
2 years,A702154,Cat,Domestic Medium Hair Mix,Black,2015-05-10T08:34:00.000,2015-05-10T08:34:00.000,12034 Research Blvd in Austin (TX),Normal,Stray,*Poodle,Intact Female
3 months,A722557,Cat,Domestic Shorthair Mix,Orange Tabby/White,2016-03-18T15:17:00.000,2016-03-18T15:17:00.000,6005 Turtle Dove Dr in Austin (TX),Normal,Stray,,Intact Male
1 year,A699434,Cat,Domestic Shorthair Mix,Blue,2015-03-27T12:21:00.000,2015-03-27T12:21:00.000,133 Bolles Circle in Austin (TX),Normal,Owner Surrender,Kieke,Spayed Female
3 weeks,A750046,Cat,Domestic Shorthair Mix,Orange Tabby,2017-05-23T11:16:00.000,2017-05-23T11:16:00.000,7902 Dee Gabriel Collins in Austin (TX),Normal,Stray,*Tamale,Intact Male
1 weeks,A753395,Cat,Domestic Medium Hair Mix,Black,2017-07-05T17:54:00.000,2017-07-05T17:54:00.000,S Lamar Blvd & W Oltorf St in Austin (TX),Normal,Stray,*Sir Night,Intact Male
9 months,A759837,Dog,Labrador Retriever Mix,Tan/Tan,2017-10-08T12:10:00.000,2017-10-08T12:10:00.000,North Lamar And Rundberg in Austin (TX),Normal,Stray,,Intact Male
3 weeks,A681243,Cat,Domestic Shorthair Mix,Tortie,2014-06-14T11:19:00.000,2014-06-14T11:19:00.000,209 Turkey Run in Travis (TX),Normal,Stray,,Intact Female
2 years,A700646,Dog,Pit Bull Mix,White/Black,2015-04-17T12:43:00.000,2015-04-17T12:43:00.000,Austin (TX),Normal,Owner Surrender,Lady,Spayed Female
2 years,A741572,Other,Raccoon Mix,Black/White,2017-01-04T10:27:00.000,2017-01-04T10:27:00.000,914 N Lamar Blvd in Austin (TX),Injured,Wildlife,,Unknown
1 year,A749230,Dog,Labrador Retriever Mix,Black,2017-05-12T12:44:00.000,2017-05-12T12:44:00.000,Pflugerville (TX),Sick,Owner Surrender,*Wally,Neutered Male
1 year,A718488,Cat,Domestic Shorthair Mix,Brown Tabby/White,2015-12-31T13:02:00.000,2015-12-31T13:02:00.000,2425 E Riverside Dr in Austin (TX),Normal,Public Assist,Yaira,Intact Female
4 months,A733366,Cat,Domestic Shorthair Mix,Cream Tabby,2016-08-20T16:51:00.000,2016-08-20T16:51:00.000,6204 Tupelo in Austin (TX),Normal,Stray,*Angel,Intact Female
4 years,A712647,Dog,Shih Tzu Mix,White,2015-09-26T12:13:00.000,2015-09-26T12:13:00.000,11707 Underwood Dr in Travis (TX),Normal,Stray,Cooper,Neutered Male
3 years,A672631,Cat,Domestic Shorthair Mix,Calico,2014-02-13T18:45:00.000,2014-02-13T18:45:00.000,Austin (TX),Normal,Owner Surrender,Penny Lane,Spayed Female
2 years,A675681,Dog,Great Pyrenees/Siberian Husky,Yellow,2014-03-31T13:37:00.000,2014-03-31T13:37:00.000,Austin (TX),Normal,Owner Surrender,Tilly,Spayed Female
10 years,A739409,Dog,Labrador Retriever Mix,Yellow/White,2016-12-02T13:07:00.000,2016-12-02T13:07:00.000,Austin (TX),Sick,Euthanasia Request,Copper,Neutered Male
5 months,A763678,Dog,Labrador Retriever Mix,Brown/White,2017-12-13T14:58:00.000,2017-12-13T14:58:00.000,Morrow Street And Norht Lamar Boulevard in Austin (TX),Normal,Stray,,Intact Female
1 year,A696868,Dog,Doberman Pinsch Mix,Black/Red,2015-02-13T16:00:00.000,2015-02-13T16:00:00.000,7415 Manchaca in Austin (TX),Normal,Stray,Zues,Neutered Male
2 years,A689001,Dog,Pit Bull Mix,White/Brown,2014-09-27T16:27:00.000,2014-09-27T16:27:00.000,9302 Brents Elm Dr in Austin (TX),Normal,Stray,*Dolly,Intact Female
6 months,A728751,Dog,Border Collie Mix,Chocolate/White,2016-06-19T13:03:00.000,2016-06-19T13:03:00.000,1906 Chestnut Ave in Austin (TX),Sick,Public Assist,Chloe,Spayed Female
1 year,A722085,Dog,Pit Bull Mix,Tan/White,2016-03-10T14:48:00.000,2016-03-10T14:48:00.000,1401 E Rundberg Ln in Austin (TX),Normal,Stray,*Ty,Intact Male
3 years,A662623,Cat,Domestic Shorthair Mix,Cream Tabby/White,2016-12-13T08:25:00.000,2016-12-13T08:25:00.000,Zilker West Park in Austin (TX),Normal,Stray,Tommy,Neutered Male
3 years,A619822,Dog,Pit Bull Mix,Tan/White,2014-12-19T10:21:00.000,2014-12-19T10:21:00.000,8700 Research Blvd in Austin (TX),Normal,Public Assist,Sky,Spayed Female
5 months,A726322,Dog,Australian Cattle Dog/German Shepherd,Brown Brindle/White,2016-05-09T16:06:00.000,2016-05-09T16:06:00.000,1403 Citation Cir in Del Valle (TX),Normal,Stray,*Rubin,Intact Male
3 weeks,A686998,Cat,Domestic Shorthair Mix,Blue,2014-08-30T10:17:00.000,2014-08-30T10:17:00.000,828 Airport Blvd in Austin (TX),Normal,Stray,,Intact Female
3 years,A740542,Dog,Golden Retriever Mix,Cream,2016-12-19T11:30:00.000,2016-12-19T11:30:00.000,Austin (TX),Normal,Stray,Sadie,Spayed Female
4 weeks,A668802,Dog,Border Collie/Labrador Retriever,Black/White,2013-12-09T18:13:00.000,2013-12-09T18:13:00.000,12Th And Airport Blvd in Austin (TX),Normal,Stray,,Intact Male
2 months,A727899,Cat,Domestic Shorthair Mix,Gray Tabby,2016-05-27T17:16:00.000,2016-05-27T17:16:00.000,Allandale Rd And Wynona Ave in Austin (TX),Normal,Stray,,Intact Male
9 months,A715346,Dog,Anatol Shepherd/Great Pyrenees,White,2015-11-04T11:30:00.000,2015-11-04T11:30:00.000,S Ute Trail And Blackfoot Trail in Travis (TX),Normal,Stray,Molina,Intact Female
1 month,A758087,Cat,Domestic Shorthair Mix,Black/White,2017-09-11T12:23:00.000,2017-09-11T12:23:00.000,San Jacinto Blvd in Austin (TX),Normal,Stray,,Intact Male
1 year,A706083,Dog,Border Collie Mix,Black/White,2015-06-24T14:04:00.000,2015-06-24T14:04:00.000,Congress Ave And 5Th St in Austin (TX),Normal,Stray,Sadie,Intact Female
1 year,A712913,Dog,Jack Russell Terrier/Border Collie,White/Tan,2015-09-29T23:39:00.000,2015-09-29T23:39:00.000,9300 S Ih 35 in Austin (TX),Normal,Stray,Teemo,Neutered Male
1 year,A701323,Cat,Domestic Shorthair Mix,Black,2015-04-27T15:38:00.000,2015-04-27T15:38:00.000,3324 Plantation Dr in Austin (TX),Normal,Stray,Sheba,Spayed Female
11 months,A764192,Dog,Chihuahua Shorthair Mix,Brown,2017-12-23T17:16:00.000,2017-12-23T17:16:00.000,1210 Neans Drive in Austin (TX),Normal,Stray,,Intact Male
1 year,A668964,Dog,Border Collie Mix,Black/White,2013-12-12T12:46:00.000,2013-12-12T12:46:00.000,Mt Bonnell Rd And Colorado in Austin (TX),Normal,Stray,,Intact Female
1 year,A700848,Dog,Chihuahua Shorthair/Pug,Black/Tan,2015-04-20T13:38:00.000,2015-04-20T13:38:00.000,Yager Lane & Parmer Lane in Austin (TX),Normal,Stray,Kiva,Intact Female
2 years,A735213,Dog,Pit Bull Mix,Brown Brindle,2016-09-20T18:57:00.000,2016-09-20T18:57:00.000,Los Robles Cir in Austin (TX),Normal,Stray,*Edina,Intact Female
3 weeks,A725553,Cat,Domestic Shorthair Mix,Brown Tabby/White,2016-04-30T14:04:00.000,2016-04-30T14:04:00.000,Austin (TX),Normal,Owner Surrender,,Intact Male
4 years,A712235,Dog,Pit Bull Mix,White/Tan,2016-07-19T21:21:00.000,2016-07-19T21:21:00.000,7325 Gaines Mill in Austin (TX),Normal,Stray,Bella,Spayed Female
10 months,A725016,Dog,Border Collie Mix,Black/White,2016-04-24T13:19:00.000,2016-04-24T13:19:00.000,8707 Lindell Ln in Austin (TX),Normal,Stray,Charlie,Intact Male
2 years,A767110,Dog,Yorkshire Terrier Mix,Brown/Black,2018-02-23T16:23:00.000,2018-02-23T16:23:00.000,Winter Haven Rd in Austin (TX),Normal,Stray,,Intact Male
5 years,A750469,Dog,Toy Poodle Mix,White,2017-05-27T14:17:00.000,2017-05-27T14:17:00.000,Austin Boardwalk in Austin (TX),Normal,Stray,,Intact Female
